log_id,user_id,action,action_id,server_response,current_period
109,,заход на тему,537cee44-4576-48f2-a135-0a2568bb7f22,успех,2025-03-31 04:48:00
110,,заход на тему,54ee2fb0-709e-49ec-9333-c5996f5fdd59,успех,2025-03-31 18:24:00
111,,заход на тему,5a9469c6-29cb-4ea6-9830-8e7b644b1fee,успех,2025-03-31 06:57:00
112,,заход на тему,90984f84-23ab-4e27-8719-1dbe9a687dbc,успех,2025-03-31 21:20:00
113,,заход на тему,c44d0c66-4dde-4f7e-9bd4-ac35bf9949ec,успех,2025-03-31 19:46:00
114,,заход на тему,77ac43ee-30ca-49af-a530-206b98bdd071,успех,2025-03-31 05:32:00
115,,заход на тему,a3a7101f-9fa6-4e60-97f2-70baf2770d7b,успех,2025-03-31 14:34:00
116,,удаление темы,36f2e364-4c94-4d90-87df-e09285de9926,успех,2025-03-31 06:18:00
117,,написание сообщения,bcfa6060-fdf7-417a-b8c8-d086ac19a05c,ошибка,2025-03-31 11:18:00
118,1fd0ff14-1b8b-48f6-a40b-b9257057322b,написание сообщения,bf7d4c6c-eed3-4ffb-a63c-7a37cbdb197e,успех,2025-03-31 00:15:00
119,43a0434a-6c4a-4fc9-a8b8-ca5be09e01cc,написание сообщения,5ccccdf0-a333-4feb-9365-9f088c5f14bb,успех,2025-03-31 08:47:00
120,50731cf2-5745-4fbc-a480-fe7113f1520c,первый заход на сайт,d3ab98a4-0d2d-40ba-939b-e6d7a6f8cf96,успех,2025-04-01 05:38:00
121,e6644ba3-af8e-446b-9e24-162f6b05d824,регистрация,2201583f-c76b-4fa7-85fb-8e59aeab650d,успех,2025-04-01 13:38:00
122,0258aa08-c8a6-4102-80bc-25fea87a6101,логин,dc276a94-b3e4-4d61-971e-f2277684d8bc,успех,2025-04-01 01:47:00
123,50731cf2-5745-4fbc-a480-fe7113f1520c,логаут,60fcbe7d-fe28-4b6f-aab7-c45f3ded4dfe,успех,2025-04-01 10:25:00
124,09ffa5c3-e673-432e-99d3-1c8695ecedf1,создание темы,74e29c76-1733-4ba8-b5a4-cd151b2ade7d,успех,2025-04-01 08:29:00
125,5fb8a0e4-0a58-48e7-818c-f83ae1c267d3,создание темы,18d4df76-996b-42f9-9cfa-4b1af0d03f68,успех,2025-04-01 16:01:00
126,d2ec4243-2256-4597-80cf-125c4319d66f,создание темы,78c7a475-a012-444e-a19d-feabec9ab284,успех,2025-04-01 20:54:00
127,ef11ca3d-3647-441f-bfab-4c56acb061bd,создание темы,5c18f910-5ad1-4672-9cba-2d6f22c14cea,успех,2025-04-01 18:59:00
128,5fb8a0e4-0a58-48e7-818c-f83ae1c267d3,создание темы,692fde8d-9742-4aae-a239-6f107a057972,успех,2025-04-01 01:10:00
129,,заход на тему,3067e518-40bb-4cc1-8d07-d402c5d00284,успех,2025-04-01 23:50:00
130,,заход на тему,f2217c95-03a0-4b47-9298-3f8aa073ab1e,успех,2025-04-01 10:44:00
131,,заход на тему,ef9aa648-7286-420c-aaa5-5b43c45e5c79,успех,2025-04-01 11:42:00
132,,заход на тему,33206249-0dcd-4001-98e2-982f56ea7560,успех,2025-04-01 16:10:00
133,,заход на тему,065efe5d-403b-41e2-870b-dcb9c9418ec0,успех,2025-04-01 10:41:00
134,,удаление темы,dcdef15e-62c2-48eb-b413-3aaa368c9e19,успех,2025-04-01 22:48:00
135,,написание сообщения,8951066b-e749-4d92-b22c-488c0120f481,ошибка,2025-04-01 09:53:00
136,e6644ba3-af8e-446b-9e24-162f6b05d824,написание сообщения,8a846b7d-36e0-4ab4-ae12-be35984cedde,успех,2025-04-01 17:37:00
137,896d89e7-8a09-4c65-8d39-993edc87361e,написание сообщения,551cda7c-dc1a-4316-ab09-3edc7aa934c2,успех,2025-04-01 21:06:00
138,,написание сообщения,c9e2f073-ffe5-4e8d-b587-5f9627ca2fc6,ошибка,2025-04-01 04:52:00
139,,написание сообщения,93de7432-0d83-4be1-a620-8394e1aa59a4,ошибка,2025-04-01 21:09:00
140,,написание сообщения,822799c3-9b36-41d4-9bb0-bb8a77ab0b67,ошибка,2025-04-01 06:37:00
141,,написание сообщения,7ed2de34-f145-4339-9b33-1e47cedd0edf,ошибка,2025-04-01 23:40:00
142,ef11ca3d-3647-441f-bfab-4c56acb061bd,первый заход на сайт,17f3349a-32be-4151-b25d-352943bc5d8a,успех,2025-04-02 04:40:00
143,fcb0a6e6-c97f-4d59-8f19-35e2668951c6,регистрация,7ac4415b-ebcc-487b-aba3-1eff2858bae0,успех,2025-04-02 13:34:00
144,0258aa08-c8a6-4102-80bc-25fea87a6101,логин,92b36c77-2a07-414c-be83-95ec5b0cd4b1,успех,2025-04-02 22:15:00
145,66e19318-5480-405e-b259-077b6439681d,логин,8030cd2f-2d20-486c-826c-e342a1a58246,успех,2025-04-02 00:26:00
146,09ffa5c3-e673-432e-99d3-1c8695ecedf1,логаут,9c12e35c-93eb-46f3-8b3f-db5e92fe0305,успех,2025-04-02 05:08:00
147,5fb8a0e4-0a58-48e7-818c-f83ae1c267d3,логаут,4fcb75ee-43f1-483d-a86c-f37177f6d316,успех,2025-04-02 07:13:00
148,0258aa08-c8a6-4102-80bc-25fea87a6101,логаут,4e9ccf83-0411-4711-829d-f6de816c72db,успех,2025-04-02 01:06:00
149,8621f3ca-b880-4ff6-90be-4f452da51eca,логаут,c71a2b58-8d4d-4e0e-b977-f48fbfe30fcb,успех,2025-04-02 10:10:00
150,09ffa5c3-e673-432e-99d3-1c8695ecedf1,создание темы,d9bcdd03-ae9c-440e-90db-ffebc6cee0c6,успех,2025-04-02 01:59:00
151,0258aa08-c8a6-4102-80bc-25fea87a6101,создание темы,3d02bd5c-0914-45ea-abbf-b22ab2f310a2,успех,2025-04-02 08:39:00
152,fda5e13d-0f99-472f-99af-8a901bfc45ac,создание темы,a9642bc4-99f0-48db-b7fc-9d37b25ae804,успех,2025-04-02 05:17:00
153,09ffa5c3-e673-432e-99d3-1c8695ecedf1,создание темы,5cec19a1-4c08-4ae9-9f23-965255818cfa,успех,2025-04-02 02:17:00
154,dcd0de93-5441-41f0-b7c2-601414e4d197,создание темы,58623ffc-387c-4539-9059-2efab66c7be6,успех,2025-04-02 04:56:00
155,,заход на тему,2a2f48f0-fd1e-4882-aefb-cc90a9cf86fc,успех,2025-04-02 06:18:00
156,,заход на тему,a33d2d36-d2ac-4084-a6ab-5d93730b9b82,успех,2025-04-02 18:50:00
157,,заход на тему,b52d88cd-26a1-444e-9e6b-3d03c73ef275,успех,2025-04-02 01:56:00
158,,заход на тему,0c8d876e-9687-4a48-86af-21d891136ed1,успех,2025-04-02 00:18:00
159,,заход на тему,35df075e-c2cf-44f5-afd8-144add7eecf2,успех,2025-04-02 00:01:00
160,,удаление темы,6a8c55b5-576f-46cc-b45c-f4033963ca60,успех,2025-04-02 05:42:00
161,,удаление темы,aafac341-31fb-49ea-a5ca-b4823546b937,успех,2025-04-02 15:03:00
162,,написание сообщения,306e43d0-1f9f-48d5-900b-094270f843c4,ошибка,2025-04-02 08:12:00
163,,написание сообщения,a034957d-aec3-48f0-adc3-93c3579b6cdf,ошибка,2025-04-02 04:08:00
164,e178b7c2-0e5a-4b0e-a7ad-afc1badc91f8,написание сообщения,1de40b1b-6f49-4bb9-8452-f99d2a499e04,успех,2025-04-02 23:20:00
165,ef11ca3d-3647-441f-bfab-4c56acb061bd,написание сообщения,51c95a23-c32f-4e4b-a56b-d17427fa9008,успех,2025-04-02 10:27:00
166,,написание сообщения,af8320a7-a367-44c3-bd95-d002b485d0f6,ошибка,2025-04-02 01:52:00
167,ef11ca3d-3647-441f-bfab-4c56acb061bd,первый заход на сайт,5453f7f8-68a0-4644-8366-4094fe81c597,успех,2025-04-03 02:23:00
168,fcb0a6e6-c97f-4d59-8f19-35e2668951c6,регистрация,2fb97d51-7354-4c34-8707-ce95a172fcd8,успех,2025-04-03 17:25:00
169,e2cfd331-bcc4-4ba5-b0fb-40e4a7e3b317,логин,d47a0a97-f006-4e4f-9280-d71c4cb1cfa0,успех,2025-04-03 11:30:00
170,d2ec4243-2256-4597-80cf-125c4319d66f,логаут,6b31d65d-dc3b-4e1f-a723-7616ad50e5fb,успех,2025-04-03 23:39:00
171,dcd0de93-5441-41f0-b7c2-601414e4d197,логаут,0483e930-6454-4497-a7b1-426306858984,успех,2025-04-03 15:41:00
172,896d89e7-8a09-4c65-8d39-993edc87361e,логаут,1c33f7f5-1405-4fd8-92e2-1b82065bfa80,успех,2025-04-03 01:52:00
173,e2cfd331-bcc4-4ba5-b0fb-40e4a7e3b317,создание темы,906fa6b2-4e56-4162-b50d-60a5bb51ee57,успех,2025-04-03 10:25:00
174,b7efcb0a-3847-4745-a9a5-a669bd21fd2a,создание темы,471ac16b-ab44-4263-a3f7-d80f06f5fe62,успех,2025-04-03 09:50:00
175,5fb8a0e4-0a58-48e7-818c-f83ae1c267d3,создание темы,63bce4b2-e59a-4b03-93bb-04baf8299dff,успех,2025-04-03 11:40:00
176,43a0434a-6c4a-4fc9-a8b8-ca5be09e01cc,создание темы,9f2dbfd6-744e-4f5b-876e-23657f534a51,успех,2025-04-03 05:55:00
177,8980e78d-0ac1-40c3-b73a-c7885ca5754c,создание темы,f3277616-7ba2-42c3-8cae-d0f38dd916d5,успех,2025-04-03 03:28:00
178,,заход на тему,39465337-d4d7-4cc1-b34f-3bb050b78a39,успех,2025-04-03 03:56:00
179,,заход на тему,4d77d390-3db1-4adb-8b06-4b1bc2c0456c,успех,2025-04-03 11:08:00
180,,заход на тему,eb0d2bff-3da0-480b-9caa-235a2cff2516,успех,2025-04-03 11:33:00
181,,заход на тему,1ec45e5f-41ff-472a-a808-cfb1429d9dd3,успех,2025-04-03 18:57:00
182,,заход на тему,57e9213d-a79f-4ada-8fd1-a14c0704d486,успех,2025-04-03 00:44:00
183,,заход на тему,92b73c0b-998c-4405-bfe2-9ffbed729872,успех,2025-04-03 10:21:00
184,,заход на тему,58ccdf4a-e986-44c4-b33c-15538f601d79,успех,2025-04-03 13:12:00
185,,заход на тему,218002cd-1c2a-47ba-bbff-d93d3d1fbe6b,успех,2025-04-03 05:19:00
186,,заход на тему,51247ab1-6f7a-4c93-aaec-6db2c0360889,успех,2025-04-03 20:11:00
187,,заход на тему,40cb65a0-180e-4150-afcb-4a9468e5d628,успех,2025-04-03 00:01:00
188,,удаление темы,7ff3160d-888f-4a0d-9690-6964cacf78b5,успех,2025-04-03 00:04:00
189,,удаление темы,f0c1c507-a68f-4de4-ad66-e39237fcdb15,успех,2025-04-03 09:16:00
190,d2ec4243-2256-4597-80cf-125c4319d66f,написание сообщения,04414fb0-4701-4e7e-9c1c-0ab830a2b055,успех,2025-04-03 08:21:00
191,8621f3ca-b880-4ff6-90be-4f452da51eca,написание сообщения,aa68dd39-5b85-42da-bc69-fabd000bfc8a,успех,2025-04-03 05:15:00
192,,написание сообщения,0d072d57-ad92-4d16-98e3-711d4822c7d4,ошибка,2025-04-03 12:39:00
193,ef11ca3d-3647-441f-bfab-4c56acb061bd,первый заход на сайт,d5307412-b934-4483-943f-55d689a0dd98,успех,2025-04-04 05:32:00
194,1fd0ff14-1b8b-48f6-a40b-b9257057322b,регистрация,0d446ec9-11f7-42c2-976c-b8ffd6a179b5,успех,2025-04-04 01:36:00
195,66e19318-5480-405e-b259-077b6439681d,логин,9d066471-a2ce-4abb-bfa3-239075a03562,успех,2025-04-04 03:09:00
196,09ffa5c3-e673-432e-99d3-1c8695ecedf1,логин,146f3ff7-45c3-40b5-99d3-4f0492b5aa8d,успех,2025-04-04 01:40:00
197,e6644ba3-af8e-446b-9e24-162f6b05d824,логин,7ab2f2a9-e252-47ae-b65f-4a07180eee22,успех,2025-04-04 14:49:00
198,e6644ba3-af8e-446b-9e24-162f6b05d824,логин,838cf1f8-ab31-467d-98fb-83346a1ad51e,успех,2025-04-04 00:07:00
199,b7efcb0a-3847-4745-a9a5-a669bd21fd2a,логин,2f419a02-6113-464a-93a2-f4ef9c2d4638,успех,2025-04-04 02:28:00
200,fda5e13d-0f99-472f-99af-8a901bfc45ac,логаут,211496cf-5569-4fbd-a3a2-31cf03b7ddc8,успех,2025-04-04 02:08:00
201,fcb0a6e6-c97f-4d59-8f19-35e2668951c6,логаут,5cb5758c-eb4d-4ab2-bee8-cd4d61b8682b,успех,2025-04-04 08:11:00
202,fda5e13d-0f99-472f-99af-8a901bfc45ac,логаут,8fbfdbde-2f16-453f-ac08-69a709419029,успех,2025-04-04 23:26:00
203,1fd0ff14-1b8b-48f6-a40b-b9257057322b,логаут,5634d04b-082e-4eac-97ff-9263c4491e2f,успех,2025-04-04 00:40:00
204,1fd0ff14-1b8b-48f6-a40b-b9257057322b,создание темы,9b03ef52-d921-4f99-bdfc-6d57ab167fc4,успех,2025-04-04 16:03:00
205,0258aa08-c8a6-4102-80bc-25fea87a6101,создание темы,43a97eb8-f583-4c74-b685-8bb9c39598ac,успех,2025-04-04 09:59:00
206,e2cfd331-bcc4-4ba5-b0fb-40e4a7e3b317,создание темы,ebc8a956-278b-4653-9019-e4a2cb7e3d46,успех,2025-04-04 23:22:00
207,09ffa5c3-e673-432e-99d3-1c8695ecedf1,создание темы,718a09d7-fa67-4692-987e-304a9c421ae6,успех,2025-04-04 07:07:00
208,fcb0a6e6-c97f-4d59-8f19-35e2668951c6,создание темы,2fb166ef-0b7c-48c3-899b-af08cb41669f,успех,2025-04-04 02:22:00
